id,product,category,amount,sale_date,quantity,customer_id,store_location
2118,"Science Book",Books,195.40,2023-05-08,10,337,Chicago
2119,Jacket,Clothing,883.48,2023-04-07,1,253,Chicago
2120,"Science Book",Books,99.35,2023-01-10,10,310,"Los Angeles"
2121,Wardrobe,Furniture,524.60,2023-06-17,1,298,Houston
2122,Doll,Toys,47.16,2023-01-29,7,404,"New York"
2123,Doll,Toys,499.02,2023-05-26,6,149,Miami
2124,Bookshelf,Furniture,479.94,2023-03-20,8,172,Chicago
2125,"Science Book",Books,476.14,2023-06-29,6,427,Chicago
2126,Bookshelf,Furniture,323.39,2023-03-21,3,457,Miami
2127,Bookshelf,Furniture,827.60,2023-06-25,4,499,Miami
2128,Monitor,Electronics,279.69,2023-02-28,8,457,"Los Angeles"
2129,Dress,Clothing,104.22,2023-01-13,1,492,Houston
2130,Camera,Electronics,927.24,2023-02-07,3,320,Chicago
2131,Desk,Furniture,458.70,2023-01-23,3,435,Houston
2132,Jeans,Clothing,829.18,2023-04-05,2,33,Miami
2133,Shoes,Clothing,526.89,2023-01-29,3,311,Chicago
2134,Bed,Furniture,375.52,2023-03-12,9,497,Chicago
2135,Sofa,Furniture,229.22,2023-03-18,5,457,"Los Angeles"
2136,Shoes,Clothing,652.20,2023-05-13,8,192,Houston
2137,"Fiction Book",Books,54.79,2023-02-16,2,416,Houston
2138,T-shirt,Clothing,724.41,2023-04-03,5,234,"New York"
2139,"Coffee Table",Furniture,102.17,2023-02-13,10,398,"Los Angeles"
2140,"Remote Control Car",Toys,491.19,2023-06-10,10,99,"New York"
2141,"Science Book",Books,555.94,2023-01-16,8,298,Houston
2142,Jacket,Clothing,617.86,2023-02-01,1,273,Houston
2143,"Art Book",Books,898.50,2023-06-21,1,231,"New York"
2144,Mouse,Electronics,353.73,2023-01-05,1,123,"New York"
2145,Shoes,Clothing,684.11,2023-03-25,3,467,Miami
2146,T-shirt,Clothing,986.81,2023-04-11,9,245,Miami
2147,Bed,Furniture,653.12,2023-05-24,1,345,"Los Angeles"
2148,"Board Game",Toys,417.20,2023-05-19,6,309,"Los Angeles"
2149,"Action Figure",Toys,247.12,2023-05-23,3,336,Houston
2150,"Fiction Book",Books,316.40,2023-03-17,2,260,"New York"
2151,Smartphone,Electronics,933.67,2023-04-10,10,108,"New York"
2152,Smartphone,Electronics,968.38,2023-05-03,5,216,Houston
2153,Keyboard,Electronics,768.24,2023-04-23,9,96,Chicago
2154,Mouse,Electronics,880.04,2023-04-21,5,163,"Los Angeles"
2155,"Non-fiction Book",Books,399.46,2023-02-04,8,92,Houston
2156,"History Book",Books,727.07,2023-02-12,1,165,Houston
2157,Smartwatch,Electronics,92.28,2023-03-16,8,336,"New York"
2158,Laptop,Electronics,657.91,2023-05-30,2,187,"Los Angeles"
2159,"Fiction Book",Books,371.77,2023-05-11,6,187,"Los Angeles"
2160,Shoes,Clothing,451.47,2023-05-18,5,499,Houston
2161,Mouse,Electronics,406.16,2023-03-24,1,481,Houston
2162,Camera,Electronics,800.10,2023-03-30,1,381,Houston
2163,Monitor,Electronics,357.13,2023-06-04,3,247,Miami
2164,"History Book",Books,682.60,2023-02-16,3,198,"Los Angeles"
2165,Sofa,Furniture,401.87,2023-03-12,8,309,Miami
2166,Mouse,Electronics,136.83,2023-01-10,9,48,Miami
2167,Wardrobe,Furniture,301.08,2023-06-19,9,105,Houston
2168,Jacket,Clothing,693.86,2023-04-09,7,295,"New York"
2169,Bed,Furniture,274.30,2023-01-15,6,304,"Los Angeles"
2170,"Action Figure",Toys,246.20,2023-05-24,3,400,"Los Angeles"
2171,Monitor,Electronics,498.67,2023-04-06,2,72,"Los Angeles"
2172,"Remote Control Car",Toys,652.51,2023-04-14,10,403,"Los Angeles"
2173,Headphones,Electronics,149.96,2023-04-25,8,347,"Los Angeles"
2174,Dress,Clothing,715.93,2023-02-24,4,448,"Los Angeles"
2175,Sofa,Furniture,528.53,2023-05-24,4,297,Houston
2176,Tablet,Electronics,711.18,2023-06-18,6,449,Miami
2177,"Science Book",Books,873.03,2023-05-08,10,259,Houston
2178,Jacket,Clothing,655.87,2023-06-11,6,466,"New York"
2179,"Art Book",Books,271.41,2023-06-10,7,254,Houston
2180,"Non-fiction Book",Books,350.75,2023-01-03,1,29,"Los Angeles"
2181,"Action Figure",Toys,562.88,2023-04-12,2,486,Chicago
2182,Bed,Furniture,239.93,2023-05-24,3,442,Houston
2183,"Non-fiction Book",Books,171.03,2023-02-06,6,461,"New York"
2184,"Fiction Book",Books,356.57,2023-04-13,8,105,Houston
2185,"Action Figure",Toys,129.67,2023-02-15,9,315,Chicago
2186,"History Book",Books,938.45,2023-03-02,9,157,Miami
2187,Puzzle,Toys,653.99,2023-02-10,2,44,Miami
2188,"Non-fiction Book",Books,740.04,2023-05-01,2,313,Houston
2189,"Action Figure",Toys,618.91,2023-06-27,1,184,Houston
2190,Smartwatch,Electronics,932.01,2023-05-05,7,90,Miami
2191,Laptop,Electronics,7.32,2023-05-05,5,34,"New York"
2192,Laptop,Electronics,588.91,2023-03-28,7,346,Chicago
2193,Doll,Toys,309.17,2023-03-30,6,67,"New York"
2194,Tablet,Electronics,822.92,2023-03-19,7,61,Chicago
2195,Dress,Clothing,795.47,2023-05-16,4,325,"New York"
2196,Dress,Clothing,560.60,2023-03-28,8,90,Houston
2197,Laptop,Electronics,439.03,2023-05-30,9,370,"New York"
2198,Jeans,Clothing,727.41,2023-05-28,10,35,Houston
2199,"Remote Control Car",Toys,693.33,2023-05-09,5,168,"New York"
2200,"Action Figure",Toys,604.55,2023-05-23,2,166,"Los Angeles"
2201,Smartphone,Electronics,965.57,2023-04-13,10,32,Chicago
2202,Smartphone,Electronics,802.41,2023-01-01,6,488,"New York"
2203,Jeans,Clothing,196.80,2023-06-15,1,155,Chicago
2204,"Science Book",Books,614.97,2023-04-23,3,268,Miami
2205,T-shirt,Clothing,328.46,2023-01-16,5,465,"Los Angeles"
2206,"Board Game",Toys,764.79,2023-03-03,5,29,"New York"
2207,"Remote Control Car",Toys,218.06,2023-04-16,3,308,"Los Angeles"
2208,Jeans,Clothing,587.32,2023-05-27,4,50,Chicago
2209,T-shirt,Clothing,758.58,2023-04-06,4,125,"New York"
2210,"Board Game",Toys,479.98,2023-06-18,3,217,Chicago
2211,"History Book",Books,753.95,2023-06-17,4,77,Chicago
2212,Shoes,Clothing,853.32,2023-04-16,4,39,"Los Angeles"
2213,Smartphone,Electronics,890.13,2023-02-01,3,276,"New York"
2214,"Action Figure",Toys,667.66,2023-01-30,9,280,"Los Angeles"
2215,Smartwatch,Electronics,713.79,2023-05-03,3,142,Houston
2216,Bookshelf,Furniture,920.09,2023-04-23,4,482,Houston
2217,"Fiction Book",Books,955.48,2023-02-07,2,127,Houston
2218,Doll,Toys,198.14,2023-05-28,5,500,Chicago
2219,"Science Book",Books,624.64,2023-04-27,4,453,Chicago
2220,Bed,Furniture,357.76,2023-03-06,8,263,Chicago
2221,"Non-fiction Book",Books,640.75,2023-01-11,4,332,"Los Angeles"
2222,Smartwatch,Electronics,160.54,2023-05-25,6,100,Chicago
2223,Dress,Clothing,103.16,2023-05-28,9,269,"Los Angeles"
2224,Doll,Toys,754.95,2023-01-08,10,326,"Los Angeles"
2225,Puzzle,Toys,239.45,2023-03-03,10,443,Chicago
2226,"Non-fiction Book",Books,132.21,2023-06-02,9,324,Houston
2227,"Non-fiction Book",Books,190.71,2023-02-07,5,332,Miami
2228,"Art Book",Books,174.49,2023-02-11,7,201,"New York"
2229,Dress,Clothing,322.66,2023-03-11,10,300,"New York"
2230,Doll,Toys,583.76,2023-01-12,6,336,Houston
2231,Camera,Electronics,963.23,2023-01-28,9,472,"New York"
2232,Jeans,Clothing,233.47,2023-01-20,9,429,Houston
2233,Sofa,Furniture,336.67,2023-06-13,6,466,"New York"
2234,Jeans,Clothing,293.40,2023-03-09,10,424,"Los Angeles"
2235,"Art Book",Books,0.99,2023-04-03,6,144,Houston
2236,"Remote Control Car",Toys,332.89,2023-05-17,8,325,Miami
2237,Shoes,Clothing,331.45,2023-05-05,5,150,"New York"
2238,Shoes,Clothing,217.29,2023-03-15,4,355,"Los Angeles"
2239,"Remote Control Car",Toys,189.95,2023-01-29,3,334,Houston
2240,Sofa,Furniture,506.13,2023-05-24,5,1,Chicago
2241,"Board Game",Toys,570.75,2023-04-25,5,209,Houston
2242,Nightstand,Furniture,298.73,2023-04-06,8,92,Houston
2243,"Science Book",Books,620.12,2023-03-26,5,41,Miami
2244,"Coffee Table",Furniture,10.00,2023-05-06,5,123,Miami
2245,Bookshelf,Furniture,815.95,2023-06-16,2,50,Miami
2246,Shoes,Clothing,636.07,2023-04-19,2,349,"New York"
2247,Puzzle,Toys,524.20,2023-05-26,5,476,"Los Angeles"
2248,"Art Book",Books,105.85,2023-06-07,1,352,"Los Angeles"
2249,Dress,Clothing,830.79,2023-05-22,5,428,Miami
2250,Speaker,Electronics,239.01,2023-03-09,2,322,Houston
2251,"Remote Control Car",Toys,151.39,2023-06-22,4,389,Miami
2252,Smartphone,Electronics,1.51,2023-05-11,7,439,Chicago
2253,Laptop,Electronics,56.46,2023-06-24,7,238,"Los Angeles"
2254,Bed,Furniture,246.49,2023-06-23,1,234,"New York"
2255,"Coffee Table",Furniture,929.22,2023-03-31,7,498,Miami
2256,Dress,Clothing,326.76,2023-01-10,3,133,Chicago
2257,Jeans,Clothing,966.76,2023-06-07,5,360,"New York"
2258,"Board Game",Toys,752.53,2023-03-26,1,13,Miami
2259,Dresser,Furniture,575.46,2023-06-07,7,336,"Los Angeles"
2260,"Action Figure",Toys,248.49,2023-05-16,1,388,Miami
2261,Doll,Toys,551.52,2023-06-06,8,451,"Los Angeles"
2262,Chair,Furniture,907.07,2023-01-21,9,478,"New York"
2263,Speaker,Electronics,463.64,2023-03-22,9,412,Houston
2264,"Non-fiction Book",Books,853.04,2023-02-04,4,209,Miami
2265,Bookshelf,Furniture,291.13,2023-02-23,7,86,"New York"
2266,Shoes,Clothing,692.08,2023-05-21,9,394,Chicago
2267,Doll,Toys,576.05,2023-01-12,6,359,Miami
2268,Headphones,Electronics,507.83,2023-03-03,2,478,"New York"
2269,Headphones,Electronics,397.87,2023-06-04,1,436,"New York"
2270,"Remote Control Car",Toys,218.90,2023-02-13,6,18,Chicago
2271,Shoes,Clothing,804.34,2023-03-27,10,200,"New York"
2272,Chair,Furniture,779.78,2023-04-05,3,406,"Los Angeles"
2273,"History Book",Books,713.78,2023-02-25,5,42,"Los Angeles"
2274,"Non-fiction Book",Books,358.92,2023-05-15,7,41,Chicago
2275,"History Book",Books,210.07,2023-06-13,10,433,Chicago
2276,"Table Lamp",Furniture,898.84,2023-06-14,9,282,"Los Angeles"
2277,Jacket,Clothing,465.81,2023-06-20,4,415,"New York"
2278,"Coffee Table",Furniture,140.99,2023-03-11,5,168,"New York"
2279,"Remote Control Car",Toys,124.04,2023-05-11,3,16,Chicago
2280,Laptop,Electronics,650.51,2023-05-03,5,89,Chicago
2281,"Table Lamp",Furniture,987.51,2023-02-26,6,23,Chicago
2282,Speaker,Electronics,412.91,2023-03-03,5,139,"New York"
2283,Desk,Furniture,772.78,2023-04-18,7,253,Chicago
2284,Bed,Furniture,765.74,2023-03-07,6,233,Houston
2285,Dress,Clothing,556.85,2023-03-19,5,90,Chicago
2286,Jeans,Clothing,977.22,2023-06-28,1,75,Houston
2287,"Board Game",Toys,149.03,2023-06-29,6,364,"New York"
2288,"Action Figure",Toys,110.31,2023-02-06,7,402,Miami
2289,Jeans,Clothing,114.15,2023-05-09,3,474,"New York"
2290,Jacket,Clothing,638.73,2023-01-28,9,393,"Los Angeles"
2291,Dress,Clothing,897.90,2023-01-02,4,349,Chicago
2292,Mouse,Electronics,389.94,2023-01-31,7,423,"Los Angeles"
2293,T-shirt,Clothing,596.44,2023-06-04,6,467,"New York"
2294,Smartwatch,Electronics,969.77,2023-01-06,3,74,Miami
2295,Dress,Clothing,30.34,2023-04-27,2,403,Chicago
2296,Dress,Clothing,516.52,2023-06-01,7,396,Miami
2297,Jeans,Clothing,320.99,2023-04-21,2,334,"New York"
2298,Smartwatch,Electronics,886.78,2023-03-19,5,61,"New York"
2299,Jacket,Clothing,526.33,2023-02-23,10,345,Houston
2300,Wardrobe,Furniture,21.32,2023-04-20,10,55,Chicago
2301,T-shirt,Clothing,54.43,2023-05-23,9,325,Miami
2302,Keyboard,Electronics,677.93,2023-01-09,3,461,Miami
2303,Keyboard,Electronics,930.54,2023-03-10,1,183,Chicago
2304,T-shirt,Clothing,658.14,2023-01-28,8,260,"Los Angeles"
2305,Jacket,Clothing,483.19,2023-01-11,9,19,Houston
2306,Speaker,Electronics,258.42,2023-03-13,3,421,Chicago
2307,Jeans,Clothing,319.35,2023-04-29,4,340,Chicago
2308,Puzzle,Toys,817.47,2023-05-25,6,202,"Los Angeles"
2309,Jeans,Clothing,716.32,2023-06-22,7,199,"New York"
2310,"Board Game",Toys,360.52,2023-04-15,9,201,Chicago
2311,Sofa,Furniture,368.11,2023-06-22,7,292,Miami
2312,Jacket,Clothing,867.05,2023-03-22,7,416,"Los Angeles"
2313,"Fiction Book",Books,824.00,2023-01-13,9,103,"Los Angeles"
2314,Chair,Furniture,136.61,2023-01-24,3,393,"Los Angeles"
2315,"Fiction Book",Books,992.65,2023-05-31,3,259,Miami
2316,"Table Lamp",Furniture,664.25,2023-05-28,2,34,"New York"
2317,"Board Game",Toys,399.04,2023-05-15,6,204,Chicago
2318,Camera,Electronics,126.35,2023-01-15,1,438,"Los Angeles"
2319,"Board Game",Toys,161.49,2023-01-18,10,354,Chicago
2320,T-shirt,Clothing,54.54,2023-06-03,2,482,Chicago
2321,"Science Book",Books,919.40,2023-06-20,10,32,"Los Angeles"
2322,"Fiction Book",Books,978.78,2023-02-27,7,161,Houston
2323,Sofa,Furniture,746.65,2023-06-02,10,203,"New York"
2324,Tablet,Electronics,780.16,2023-02-23,2,429,Miami
2325,Dress,Clothing,354.02,2023-04-02,5,456,"New York"
2326,"Non-fiction Book",Books,409.39,2023-01-21,4,164,Houston
2327,Chair,Furniture,243.63,2023-05-02,7,93,"New York"
2328,Jeans,Clothing,18.41,2023-02-16,3,198,"Los Angeles"
2329,Smartphone,Electronics,795.08,2023-05-21,6,133,Houston
2330,Puzzle,Toys,424.53,2023-01-16,2,269,"Los Angeles"
2331,Dress,Clothing,874.75,2023-01-22,10,255,Houston
2332,T-shirt,Clothing,577.81,2023-05-04,7,208,Miami
2333,"History Book",Books,104.32,2023-04-09,5,238,"New York"
2334,Tablet,Electronics,703.92,2023-06-13,5,226,Miami
2335,Chair,Furniture,464.72,2023-06-17,3,260,Miami
2336,T-shirt,Clothing,662.67,2023-02-11,2,71,"Los Angeles"
2337,Jeans,Clothing,840.06,2023-02-14,8,390,Houston
2338,"History Book",Books,510.91,2023-04-11,3,286,"New York"
2339,"Remote Control Car",Toys,174.83,2023-01-05,6,443,Houston
2340,"Fiction Book",Books,489.50,2023-02-18,9,287,"Los Angeles"
2341,Dress,Clothing,393.12,2023-02-27,5,78,Chicago
2342,Headphones,Electronics,728.32,2023-02-23,4,319,"Los Angeles"
2343,Jeans,Clothing,115.02,2023-05-18,5,29,Miami
2344,Bed,Furniture,750.68,2023-02-23,3,156,Miami
2345,Dresser,Furniture,721.13,2023-04-08,6,75,"New York"
2346,"Board Game",Toys,692.28,2023-06-18,7,115,"Los Angeles"
2347,Puzzle,Toys,554.18,2023-05-19,2,305,Chicago
2348,"History Book",Books,961.70,2023-03-23,4,264,Chicago
2349,Doll,Toys,332.35,2023-06-20,8,452,"Los Angeles"
2350,"Non-fiction Book",Books,546.97,2023-06-12,9,305,Chicago
2351,Shoes,Clothing,34.50,2023-04-09,7,246,Chicago
2352,Dress,Clothing,743.73,2023-03-31,3,406,"Los Angeles"
2353,Puzzle,Toys,160.11,2023-03-23,8,257,"Los Angeles"
2354,"History Book",Books,244.75,2023-02-16,6,15,Chicago
2355,Dresser,Furniture,843.21,2023-01-22,1,12,Miami
2356,Chair,Furniture,479.15,2023-01-14,10,226,Chicago
2357,"Action Figure",Toys,166.58,2023-02-24,1,59,Chicago
2358,Shoes,Clothing,524.53,2023-02-06,5,279,Chicago
2359,"Science Book",Books,883.12,2023-01-14,8,191,Houston
2360,Jacket,Clothing,404.44,2023-01-28,6,154,Miami
2361,Jacket,Clothing,944.79,2023-05-12,9,465,"New York"
2362,Camera,Electronics,21.08,2023-04-12,8,18,Miami
2363,"Non-fiction Book",Books,287.40,2023-05-18,10,265,Houston
2364,Mouse,Electronics,268.50,2023-05-06,7,126,"Los Angeles"
2365,Shoes,Clothing,785.12,2023-02-24,2,440,Miami
2366,"Action Figure",Toys,522.51,2023-03-05,2,466,"New York"
2367,Jeans,Clothing,94.52,2023-04-04,4,500,"New York"
2368,Bookshelf,Furniture,20.19,2023-06-15,6,459,Miami
2369,Camera,Electronics,655.05,2023-05-26,1,461,"Los Angeles"
2370,Nightstand,Furniture,940.32,2023-06-18,9,261,"New York"
2371,Jeans,Clothing,949.74,2023-06-22,10,446,Chicago
2372,"Table Lamp",Furniture,38.10,2023-03-30,4,97,Miami
2373,Bed,Furniture,256.96,2023-01-11,6,206,Chicago
2374,Nightstand,Furniture,14.49,2023-01-22,6,234,Houston
2375,"Fiction Book",Books,763.45,2023-05-14,5,422,Miami
2376,Wardrobe,Furniture,227.15,2023-04-10,1,386,Chicago
2377,"Science Book",Books,699.54,2023-06-08,4,442,Chicago
2378,Puzzle,Toys,107.52,2023-03-05,5,70,"Los Angeles"
2379,Jeans,Clothing,898.50,2023-05-04,8,308,Miami
2380,Shoes,Clothing,303.36,2023-04-19,2,352,"Los Angeles"
2381,"Action Figure",Toys,308.50,2023-03-29,6,44,Miami
2382,"Table Lamp",Furniture,38.57,2023-04-03,5,362,"Los Angeles"
2383,Headphones,Electronics,419.28,2023-06-05,1,348,"Los Angeles"
2384,Jeans,Clothing,969.88,2023-01-16,6,200,Chicago
2385,"Remote Control Car",Toys,631.42,2023-05-13,8,354,"New York"
2386,"Board Game",Toys,888.14,2023-01-12,7,38,Chicago
2387,"Action Figure",Toys,664.19,2023-02-01,9,435,Houston
2388,Puzzle,Toys,318.87,2023-05-04,5,133,Miami
2389,"Board Game",Toys,229.84,2023-03-20,5,89,"Los Angeles"
2390,Shoes,Clothing,295.01,2023-05-16,9,52,Miami
2391,Tablet,Electronics,635.08,2023-03-24,4,267,Chicago
2392,Mouse,Electronics,552.37,2023-02-05,4,25,"Los Angeles"
2393,Smartphone,Electronics,673.47,2023-02-18,4,397,"New York"
2394,"Non-fiction Book",Books,149.96,2023-01-18,1,434,"Los Angeles"
2395,"Non-fiction Book",Books,796.88,2023-01-02,7,103,"New York"
2396,"Remote Control Car",Toys,774.13,2023-02-28,4,290,Miami
2397,Keyboard,Electronics,953.74,2023-03-29,6,194,"Los Angeles"
2398,"Action Figure",Toys,766.63,2023-03-22,10,147,Houston
2399,Jacket,Clothing,969.72,2023-04-30,5,10,Miami
2400,Jeans,Clothing,523.89,2023-04-14,4,407,"New York"
2401,Nightstand,Furniture,932.23,2023-05-25,3,352,Miami
2402,Smartphone,Electronics,904.54,2023-03-08,2,273,"Los Angeles"
2403,Laptop,Electronics,645.43,2023-05-22,1,329,"Los Angeles"
2404,Desk,Furniture,241.21,2023-06-27,2,17,Chicago
2405,"Non-fiction Book",Books,661.39,2023-05-05,5,154,"New York"
2406,"History Book",Books,848.02,2023-01-06,7,481,Miami
2407,"Remote Control Car",Toys,694.86,2023-05-10,6,212,Chicago
2408,T-shirt,Clothing,558.69,2023-05-02,8,253,Chicago
2409,Jeans,Clothing,393.99,2023-05-23,8,248,"New York"
2410,Nightstand,Furniture,916.77,2023-05-11,9,100,"Los Angeles"
2411,Desk,Furniture,752.46,2023-03-28,2,150,"New York"
2412,"Table Lamp",Furniture,879.09,2023-04-27,6,11,"Los Angeles"
2413,Shoes,Clothing,848.12,2023-03-29,9,490,"Los Angeles"
2414,Bookshelf,Furniture,326.90,2023-03-22,3,462,Miami
2415,Shoes,Clothing,222.02,2023-02-19,8,359,Chicago
2416,Monitor,Electronics,420.32,2023-06-25,7,96,"New York"
2417,"Remote Control Car",Toys,207.00,2023-02-06,4,169,Chicago
2418,Jeans,Clothing,773.03,2023-06-26,6,465,Miami
2419,"Board Game",Toys,778.28,2023-03-31,2,111,Houston
2420,"History Book",Books,291.18,2023-03-01,8,423,Miami
2421,Headphones,Electronics,551.40,2023-03-17,5,1,Houston
2422,Chair,Furniture,126.58,2023-01-30,5,372,"Los Angeles"
2423,"Fiction Book",Books,280.67,2023-02-24,7,207,"New York"
2424,Keyboard,Electronics,857.60,2023-06-17,1,294,Houston
2425,"Art Book",Books,814.67,2023-04-10,4,483,Miami
2426,Sofa,Furniture,61.80,2023-04-24,10,495,"New York"
2427,Monitor,Electronics,691.29,2023-02-22,4,23,"New York"
2428,Wardrobe,Furniture,638.96,2023-04-24,3,129,Chicago
2429,Bookshelf,Furniture,941.37,2023-05-13,9,67,"New York"
2430,Doll,Toys,612.23,2023-02-24,7,220,"New York"
2431,"History Book",Books,112.92,2023-05-16,5,445,"New York"
2432,Laptop,Electronics,208.22,2023-05-08,10,210,"Los Angeles"
2433,Shoes,Clothing,444.91,2023-05-06,2,316,Houston
2434,"Science Book",Books,892.67,2023-02-13,6,475,"New York"
2435,Puzzle,Toys,210.99,2023-05-31,6,124,Chicago
2436,Smartphone,Electronics,822.95,2023-06-17,2,85,"Los Angeles"
2437,Doll,Toys,215.79,2023-01-11,7,22,"Los Angeles"
2438,Dresser,Furniture,334.01,2023-05-11,7,496,"New York"
2439,Sofa,Furniture,318.43,2023-06-12,6,70,Miami
2440,Dress,Clothing,226.46,2023-03-31,9,284,"Los Angeles"
2441,Chair,Furniture,22.05,2023-04-21,10,71,Houston
2442,Smartwatch,Electronics,726.48,2023-05-09,4,397,Miami
2443,"Art Book",Books,397.16,2023-03-06,7,477,Miami
2444,"Board Game",Toys,734.71,2023-02-21,3,158,Miami
2445,Bookshelf,Furniture,756.12,2023-04-20,8,12,Miami
2446,Doll,Toys,84.31,2023-02-12,10,491,"New York"
2447,T-shirt,Clothing,409.48,2023-04-05,5,224,"New York"
2448,"History Book",Books,552.09,2023-03-22,6,284,"New York"
2449,"Science Book",Books,143.38,2023-02-20,10,16,"Los Angeles"
2450,Mouse,Electronics,716.63,2023-06-04,2,77,"Los Angeles"
2451,Speaker,Electronics,28.11,2023-03-14,10,199,"Los Angeles"
2452,"Action Figure",Toys,343.04,2023-04-21,1,157,Chicago
2453,Jacket,Clothing,352.22,2023-04-14,9,199,Chicago
2454,Sofa,Furniture,167.51,2023-01-18,10,328,"Los Angeles"
2455,Shoes,Clothing,547.25,2023-02-09,5,306,Houston
2456,"Fiction Book",Books,316.25,2023-03-27,5,330,"New York"
2457,Sofa,Furniture,355.21,2023-01-12,3,13,Chicago
2458,"Board Game",Toys,368.07,2023-04-10,7,319,"Los Angeles"
2459,Speaker,Electronics,421.34,2023-02-15,10,96,Miami
2460,Nightstand,Furniture,666.67,2023-03-19,2,263,"New York"
2461,Smartphone,Electronics,31.07,2023-06-24,8,434,"New York"
2462,"Science Book",Books,419.56,2023-03-31,3,338,Houston
2463,Dresser,Furniture,152.76,2023-06-08,10,64,Houston
2464,Shoes,Clothing,597.90,2023-01-01,3,50,Miami
2465,"Remote Control Car",Toys,566.52,2023-03-01,10,414,"Los Angeles"
2466,"Art Book",Books,315.71,2023-06-09,5,371,"Los Angeles"
2467,Headphones,Electronics,404.57,2023-05-22,8,88,Houston
2468,Desk,Furniture,443.28,2023-01-14,1,4,Miami
2469,Jacket,Clothing,924.95,2023-04-22,4,356,Houston
2470,"Remote Control Car",Toys,342.20,2023-02-10,2,418,Miami
2471,"Board Game",Toys,18.78,2023-04-21,1,88,Miami
2472,"Board Game",Toys,316.55,2023-06-09,5,378,"Los Angeles"
2473,Wardrobe,Furniture,241.02,2023-04-17,3,224,Chicago
2474,Tablet,Electronics,691.76,2023-05-22,9,468,"New York"
2475,"Fiction Book",Books,380.94,2023-04-30,2,451,Miami
2476,Camera,Electronics,733.27,2023-01-29,6,224,Chicago
2477,Smartphone,Electronics,782.78,2023-06-07,1,228,"Los Angeles"
2478,Doll,Toys,278.54,2023-03-08,1,463,Houston
2479,Bed,Furniture,562.30,2023-03-16,4,307,Miami
2480,"Remote Control Car",Toys,406.44,2023-03-30,3,347,Houston
2481,"Science Book",Books,109.24,2023-01-22,3,17,"Los Angeles"
2482,Jacket,Clothing,4.66,2023-06-01,3,251,Miami
2483,"Action Figure",Toys,208.84,2023-01-08,6,373,"New York"
2484,"Art Book",Books,253.01,2023-03-31,8,65,Chicago
2485,"Board Game",Toys,588.27,2023-03-16,3,120,"Los Angeles"
2486,"Action Figure",Toys,498.50,2023-06-14,1,286,Houston
2487,"Non-fiction Book",Books,92.45,2023-06-02,10,137,Chicago
2488,Jeans,Clothing,253.42,2023-01-18,8,199,Houston
2489,"Art Book",Books,492.30,2023-05-29,7,367,Houston
2490,Jeans,Clothing,909.47,2023-05-07,8,399,Houston
2491,Doll,Toys,523.50,2023-01-03,6,255,"New York"
2492,Dress,Clothing,166.92,2023-02-08,6,74,"New York"
2493,Doll,Toys,804.94,2023-01-22,2,268,"New York"
2494,Smartphone,Electronics,753.56,2023-05-19,6,294,"Los Angeles"
2495,Dresser,Furniture,639.61,2023-01-27,9,323,Houston
2496,Doll,Toys,607.78,2023-02-10,4,420,"Los Angeles"
2497,Puzzle,Toys,705.72,2023-03-26,3,384,"New York"
